116.5,23,31,24
119.6,31,32,23
142.7,29,30,23
128.6,33,31,22
122.3,36,30,22
140.6,32,29,23
135.7,35,29,22
139.5,34,28,22
129.9,36,30,22
129.8,42,29,21
162.2,32,27,23
133.0,39,29,22
133.7,49,30,20
136.7,39,30,21
146.2,36,28,21
141.8,37,29,22
170.2,35,27,22
134.3,39,29,22
133.5,40,29,21
153.3,37,28,22
143.5,38,28,21
139.3,39,28,21
135.9,51,29,19
146.0,46,29,21
157.3,38,27,22
185.5,37,26,21
153.1,39,28,21
146.7,42,27,21
150.6,43,28,21
152.5,40,27,21
145.8,55,28,19
145.9,51,27,18
154.0,40,28,21
153.5,50,28,19
156.2,47,28,20
157.7,43,28,21
160.0,40,27,21
154.0,44,27,20
158.5,41,27,21
158.0,48,28,20
154.5,57,27,19
160.5,42,26,21
162.9,41,27,21
161.2,46,27,20
159.4,58,27,19
164.8,44,26,21
167.8,42,26,21
178.3,53,27,20
161.2,53,27,19
168.5,61,26,18
