48,1090,32,95,51,0.533715626189,336
45,1825,33,87,45,0.575226841559,358
57,770,46,106,61,0.36597772431,371
50,760,46,111,56,0.335515986432,387
55,1905,46,83,49,0.33290556849,773
51,855,48,98,51,0.26488104192,782
60,845,39,87,53,0.429445205156,796
45,590,30,97,50,0.515761954606,1159
44,925,28,97,50,0.53396531771,1159
38,600,32,96,50,0.467907752632,1165
50,670,33,77,43,0.42493107384,1554
52,1005,33,73,46,0.449542118025,1579
48,675,34,82,44,0.38550447936,1610
52,1170,35,91,52,0.44455283136,736
40,925,32,93,50,0.495007908595,1200
52,1175,37,89,50,0.3906129744,827
42,1490,38,93,50,0.509657867928,404
47,765,37,99,51,0.48293967744,417
57,1175,36,84,53,0.44460209475,791
48,605,41,94,52,0.373939344979,1144
43,1825,35,95,53,0.527645792678,414
55,1580,39,83,52,0.457974430481,793
45,1090,42,107,54,0.336388535747,352
49,685,44,86,51,0.26503432956,1585
45,1095,33,101,54,0.545318139802,341
51,775,46,110,60,0.321536153664,397
45,1905,36,79,43,0.425425499136,784
46,760,38,94,52,0.4779090558,407
47,1570,46,88,48,0.285482900736,759
54,840,39,88,55,0.38959977375,802
52,1000,33,81,48,0.44481009573,1569
48,1505,38,91,51,0.561781968057,388
41,920,29,99,50,0.484422143902,1180
46,925,30,96,49,0.551377230244,1179
58,855,39,87,50,0.433965681,796
51,605,33,90,50,0.538246026864,1179
57,1000,33,76,47,0.449542118025,1599
39,1095,33,105,53,0.479098823639,362
57,850,47,93,55,0.28892978235,756
58,1575,47,90,50,0.32494132044,768
49,675,34,84,46,0.38550447936,1595
48,920,30,85,47,0.534024489398,1169
46,1005,31,81,46,0.399110519808,1590
54,770,44,110,58,0.358151275469,346
49,1580,40,88,48,0.41985545184,814
49,1500,36,97,54,0.567695462458,358
53,765,35,98,56,0.51015076722,376
46,920,39,102,49,0.340126186144,1190
50,1495,45,95,50,0.381986574473,373
58,850,40,93,54,0.424924729313,806
