65.2,22,37,25
72.8,15,36,26
82.5,13,35,26
66.1,26,36,24
75.2,22,36,25
107.9,13,33,26
104.5,19,33,25
88.7,25,35,24
87.9,28,35,24
105.3,19,33,25
96.2,27,34,24
94.0,26,33,24
90.6,36,34,22
106.8,24,32,24
119.1,22,32,24
100.6,33,33,23
100.7,26,32,23
118.9,28,31,24
106.3,34,32,23
110.0,29,31,23
125.6,28,31,23
124.7,36,30,22
127.3,32,30,23
135.3,31,31,23
130.9,35,30,22
153.2,31,29,23
142.3,32,30,23
135.6,41,29,21
133.5,47,30,21
162.5,34,27,22
147.4,35,29,22
140.4,42,29,21
154.9,38,28,21
157.4,37,28,21
143.9,42,29,21
143.8,50,29,20
172.3,40,27,21
171.9,42,26,21
144.4,43,29,21
149.7,48,27,19
154.3,45,28,21
155.9,44,28,20
150.2,48,28,20
154.1,43,27,20
152.4,50,28,20
162.4,48,26,20
164.9,45,26,20
155.6,49,27,19
160.0,48,26,19
159.1,59,26,17
